"StationID_Master"	"clust"	"StressSampDate"	"RespSampDate"	"StressSampID"	"BioComm"	"RespSampID"	"Quality"	"CSCI"	"RespSampFlag"	"HighDur_Dry"	"HighDur_Wet"	"HighNum_Dry"	"MaxMonthQ_Dry"	"MaxMonthQ_Wet"	"NoDisturb_Average"	"NoDisturb_Dry"	"Q99_Average"	"Qmax_Dry"	"QmaxIDR_All"	"RBI_Dry"	"AFDM_algae_particulate_g_m2"	"Alkalinity_CaCO3_f_mg_L"	"Alkalinity_CaCO3_fld_mg_L"	"Alkalinity_CaCO3_uf_mg_L"	"Aluminum_f_ug_L"	"Aluminum_tot_mg_kg_dw"	"Aluminum_uf_ug_L"	"ANC_ueq_L"	"Antimony_f_ug_L"	"Antimony_uf_ug_L"	"Arsenic_f_ug_L"	"Arsenic_tot_mg_kg_dw"	"Arsenic_uf_ug_L"	"Azinphos_Methyl_ug_L"	"Barium_f_ug_L"	"Barium_uf_ug_L"	"Benz_a_anthracene_ug_L"	"Benzo_a_pyrene_ug_L"	"Benzo_k_fluoranthene_ug_L"	"Bifenthrin_tot_ng_g_dw"	"Bifenthrin_ug_L"	"Boron_uf_mg_L"	"Bromodichloromethane_ug_L"	"Cadmium_f_ug_L"	"Cadmium_tot_mg_kg_dw"	"Cadmium_uf_ug_L"	"Calcium_f_mg_L"	"Calcium_uf_mg_L"	"Carbophenothion_ug_L"	"Chlor_a_particulate_mg_m2"	"Chlor_a_particulate_ug_L"	"Chlordene_cis_ug_L"	"Chlordene_trans_ug_L"	"Chloride_f_mg_L"	"Chloroform_ug_L"	"Chlorpyrifos_ug_L"	"Chromium_f_ug_L"	"Chromium_tot_mg_kg_dw"	"Chromium_ug_L"	"Chrysene_ug_L"	"Clay_LT0_0039mm_pct"	"Clay_LT0_005mm_pct"	"Cobalt_f_ug_L"	"Cobalt_uf_ug_L"	"Copper_f_ug_L"	"Copper_tot_mg_kg_dw"	"Copper_uf_ug_L"	"Cyfluthrin_tot_ng_g_dw"	"Cyfluthrin_Total_ug_L"	"Cyhalothrin_lambda_tot_ng_g_dw"	"Cyhalothrin_Total_lambda_ug_L"	"Cypermethrin_tot_ng_g_dw"	"Cypermethrin_Total_ug_L"	"Dacthal_tot_ng_g_dw"	"Dacthal_ug_L"	"DDD_o_pprime_ug_L"	"DDD_p_pprime_ug_L"	"DDE_p_pprime_ug_L"	"DDT_p_pprime_tot_ng_g_dw"	"DDT_p_pprime_ug_L"	"Deltamethrin_Tralomethrin_ug_L"	"Deltamethrin_ug_L"	"DeltamethrinTralomethrine_tot_ng_g_dw"	"Demeton_s_ug_L"	"Diazinon_ug_L"	"Dibromochloromethane_ug_L"	"DIC_f_mg_L"	"Dichlofenthion_ug_L"	"Dicrotophos_ug_L"	"Dimethoate_ug_L"	"Dioxathion_ug_L"	"Disulfoton_ug_L"	"DO_fld_mg_L"	"DOC_f_mg_L"	"E_coli_MPN_100mL"	"Endosulfan_Sulfate_ug_L"	"Endrin_Aldehyde_ug_L"	"Enterococcus_MPN_100mL"	"Esfenvalerate_Fenvalerate_Total_ug_L"	"EsfenvalerateFenvalerate_tot_ng_g_dw"	"Ev_FlowHab_score"	"FecalColiform_MPN_100mL"	"Fenpropathrin_tot_ng_g_dw"	"Fenpropathrin_ug_L"	"Fenthion_ug_L"	"Fluoride_mg_L"	"Gravel_4_75_LT75mm_pct"	"H_AqHab_score"	"H_SubNat_score"	"Hardness_CaCO3_f_mg_L"	"Hardness_CaCO3_uf_mg_L"	"HCH_delta_ug_L"	"Hexachlorobenzene_ug_L"	"IPI"	"Iron_f_ug_L"	"Iron_uf_ug_L"	"Lead_f_ug_L"	"Lead_tot_mg_kg_dw"	"Lead_uf_ug_L"	"Magnesium_f_mg_L"	"Magnesium_uf_mg_L"	"Malathion_ug_L"	"Manganese_f_ug_L"	"Manganese_tot_mg_kg_dw"	"Manganese_uf_ug_L"	"Mercury_f_ng_L"	"Mercury_ng_L"	"Mercury_tot_mg_kg_dw"	"Methoxychlor_ug_L"	"Mevinphos_ug_L"	"Molybdenum_f_ug_L"	"Molybdenum_uf_ug_L"	"Naled_ug_L"	"NH3_N_f_mg_L"	"NH3_N_uf_mg_L"	"Nickel_f_ug_L"	"Nickel_tot_mg_kg_dw"	"Nickel_uf_ug_L"	"NO2_N_f_mg_L"	"NO2_N_mg_L"	"NO3_N_f_mg_L"	"NO3_N_mg_L"	"NO3_N_uf_mg_L"	"NO3NO2_N_f_mg_L"	"NO3NO2_N_mg_L"	"NO3NO2_N_uf_mg_L"	"Nonachlor_trans_ng_g_dw"	"Nonachlor_trans_ug_L"	"P_uf_mg_L"	"Parathion_Ethyl_ug_L"	"Parathion_Methyl_ug_L"	"PCB008_ug_L"	"PCB015_ug_L"	"PCB018_ug_L"	"PCB027_ug_L"	"PCB029_ug_L"	"PCB031_ug_L"	"PCB033_ug_L"	"PCB044_ug_L"	"PCB049_ug_L"	"PCB052_ng_g_dw"	"PCB052_ug_L"	"PCB056_ug_L"	"PCB060_ug_L"	"PCB066_ug_L"	"PCB095_ug_L"	"PCB097_ug_L"	"PCB099_ug_L"	"PCB101_ug_L"	"PCB105_ug_L"	"PCB110_ng_g_dw"	"PCB110_ug_L"	"PCB114_ug_L"	"PCB118_ng_g_dw"	"PCB118_ug_L"	"PCB128_ug_L"	"PCB137_ug_L"	"PCB138_ug_L"	"PCB141_ug_L"	"PCB149_ug_L"	"PCB151_ug_L"	"PCB153_ug_L"	"PCB156_ug_L"	"PCB157_ug_L"	"PCB158_ug_L"	"PCB170_ug_L"	"PCB183_ug_L"	"PCB187_ug_L"	"PCB189_ug_L"	"PCB194_ug_L"	"PCB195_ug_L"	"PCB200_ug_L"	"PCB201_ug_L"	"PCB203_ug_L"	"PCB206_ug_L"	"PCB209_ug_L"	"PCT_SAFN_score"	"Permethrin_cis_ng_g_dw"	"Permethrin_cis_ug_L"	"Permethrin_trans_ng_g_dw"	"Permethrin_trans_ug_L"	"pH_fld_SU"	"pH_SU"	"Phenanthrene_ug_L"	"Pheophytin_a_particulate_ug_L"	"Phorate_ug_L"	"Phosphamidon_ug_L"	"PO4_P_f_mg_L"	"Potassium_f_mg_L"	"Potassium_uf_mg_L"	"Salinity_fld_ppt"	"Sand_0_0625_LT2mm_pct"	"SandCoarse_2_LT4_75mm_pct"	"SandFine_0_075_LT0_425mm_pct"	"SandMed_0_425_LT2mm_pct"	"Selenium_f_ug_L"	"Selenium_ug_L"	"Silica_SiO2_f_mg_L"	"Silica_SiO2_uf_mg_L"	"Silt_0_0039_LT0_0625mm_pct"	"Silt_0_005_LT0_075mm_pct"	"Silver_f_ug_L"	"Silver_tot_mg_kg_dw"	"Silver_uf_ug_L"	"Sodium_f_mg_L"	"Sodium_uf_mg_L"	"SpecificConductivity_fld_uS_cm"	"SpecificConductivity_uS_cm"	"Strontium_f_ug_L"	"Strontium_uf_ug_L"	"Sulfate_f_mg_L"	"SuspendedSediment_particulate_mg_L"	"TDS_f_mg_L"	"Tedion_ug_L"	"Terbufos_ug_L"	"Tetrachloroethylene_ug_L"	"Thiobencarb_ug_L"	"Tin_f_ug_L"	"Tin_uf_ug_L"	"Titanium_f_ug_L"	"Titanium_uf_ug_L"	"TKN_uf_mg_L"	"TN_mg_L"	"TN_uf_mg_L"	"TOC_pct_dw"	"TOC_uf_mg_L"	"Toluene_ug_L"	"TotalColiform_MPN_100mL"	"TotalMicrocystins_particulate_ug_L"	"TotalMicrocystins_particulate_ug_m2"	"Trichloronate_ug_L"	"Trimethylnaphthalene_235_ug_L"	"TSS_particulate_mg_L"	"Turbidity_fld_NTU"	"Turbidity_NTU"	"Vanadium_f_ug_L"	"Vanadium_uf_ug_L"	"Velocity_fld_ft_s"	"WaterTemp_fld_degC"	"XCMG_score"	"Zinc_f_ug_L"	"Zinc_tot_mg_kg_dw"	"Zinc_uf_ug_L"
"SMC10756"	1	2013-06-26	2013-06-26	"SMC10756_2013-06-26"	"bmi"	"SMC10756_6/26/2013_BMI_RWB_MCM_1"	"Degraded"	0.6136647	"Unknown percent ambiguous individuals"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.74	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.53	NA	NA	NA	NA
"SMC11181"	1	2011-06-21	2011-06-21	"SMC11181_2011-06-21"	"bmi"	"SMC11181_6/21/2011_BMI_RWB_1"	"Degraded"	0.536977013	"Unknown percent ambiguous individuals"	33	1	20.5	1.459298173	0.285194959	217	134	14.47805454	25.16875353	0.24743	0.526722297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	NA	NA	0.65	0.23	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	8.2	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.725	25.4	0.05	NA	NA	NA
"SMC11343"	5	2012-06-04	2012-06-04	"SMC11343_2012-06-04"	"bmi"	"SMC11343_6/4/2012_BMI_RWB_MCM_1"	"Good"	0.909317782	"Unknown percent ambiguous individuals"	1.5	0	1.5	0.021088712	0.007303801	0.5	63	0.009846889	0.015306016	0.5972	0.023066604	NA	NA	240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.04	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.464	17.85	NA	NA	NA	NA
"SMC11384"	2	2011-06-28	2011-06-28	"SMC11384_2011-06-28"	"bmi"	"SMC11384_6/28/2011_BMI_RWB_1"	"Good"	1.245997372	"Unknown percent ambiguous individuals"	2	0.5	0	0.025674487	0.011327607	31	26.5	0.047170834	0.204304169	0.008392	0.024595037	NA	NA	284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.73	NA	NA	NA	NA	NA	NA	NA	0.664864865	NA	NA	NA	NA	NA	NA	0.82395989	1	NA	NA	NA	NA	1.140828424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.847504822	NA	NA	NA	NA	7.98	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	0.0883	16.95	0.936346504	NA	NA	NA
"SMC11581"	1	2009-06-29	2009-06-29	"SMC11581_2009-06-29"	"bmi"	"SMC11581_6/29/2009_BMI_RWB_1"	"Degraded"	0.589222604	NA	33	1	19.5	3.238439213	0.473200591	176.5	154.5	27.12944779	41.2659532	2.03806	0.682117142	NA	NA	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	NA	NA	NA	1.0125	25.8	NA	NA	NA	NA
"SMC11581"	1	2015-05-13	2015-05-13	"SMC11581_2015-05-13"	"bmi"	"SMC11581_5/13/2015_BMI_RWB_1"	"Degraded"	0.56128215	NA	33	1	19.5	3.238439213	0.473200591	176.5	154.5	27.12944779	41.2659532	2.03806	0.682117142	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.82	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	0.06	0.01	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	NA	NA	NA	NA	10.2	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	NA	NA	NA	1.29	23.31	0.17	NA	NA	NA
"SMC11581"	1	2009-06-29	2009-06-29	"SMC11581_2009-06-29"	"bmi"	"SMC11581_6/29/2009_BMI_RWB_2"	"Degraded"	0.575274218	NA	33	1	19.5	3.238439213	0.473200591	176.5	154.5	27.12944779	41.2659532	2.03806	0.682117142	NA	NA	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	NA	NA	NA	1.0125	25.8	NA	NA	NA	NA
"SMC11593"	3	2012-06-21	2012-06-21	"SMC11593_2012-06-21"	"bmi"	"SMC11593_6/21/2012_BMI_RWB_MCM_1"	"Good"	0.998527259	"Unknown percent ambiguous individuals"	6.5	0	6.5	0.002701943	0.002536795	49	63.5	0.002312712	0.460818121	0.00431	0.210244759	NA	NA	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.42	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1	NA	NA	NA	NA
"SMC11727"	5	2010-06-09	2010-06-09	"SMC11727_2010-06-09"	"bmi"	"SMC11727_6/9/2010_BMI_RWB_MCM_1"	"Good"	1.01108513	"Unknown percent ambiguous individuals"	0	0	0	0.000519533	0.000625563	0	0	0.001398816	7.47e-05	0.04524	0.000324441	NA	NA	187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	0.74	0.98	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	8.28	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6734	21.27	0.56	NA	NA	NA
"SMC12246"	5	2013-07-23	2013-07-25	"SMC12246_2013-07-23"	"bmi"	"SMC12246_7/25/2013_BMI_RWB_1"	"Degraded"	0.41222144	"Unknown percent ambiguous individuals"	23	1	17	9.745016158	0.008124958	77.5	53.5	47.8875912	84.56313769	13.463	0.986181063	NA	NA	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.53	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	NA	NA	NA	0.1827	17.89	NA	NA	NA	NA
"SMC12814"	2	2011-07-22	2011-07-22	"SMC12814_2011-07-22"	"bmi"	"SMC12814_7/22/2011_BMI_RWB_1"	"Good"	0.877954999	"Unknown percent ambiguous individuals"	2	0.5	3	0.025809957	0.00354403	0	81.5	0.01439651	0.030458616	0.00408	0.012771583	NA	NA	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.31	NA	NA	NA	NA	NA	NA	NA	0.491891892	NA	NA	NA	NA	NA	NA	0.547818681	0.973684211	NA	NA	NA	NA	1.066704459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.857177778	NA	NA	NA	NA	8.34	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	0.0783	21.75	1	NA	NA	NA
